nr,taverage,waverage,area,Lnominal,R-value1,Fmax,smax,smean
1829,0.11674820502512097,0.09427911441370147,0.11465915889064898,-0.12144980240407999,-0.15367040273763882,0.7859646335859716,0.7268447594346062,0.6662619247618509
1859,-0.040461593267044835,-5.030732203617057,-4.009041181264576,-0.9201138271781144,-0.15367040273763882,-1.0095382584800008,0.8374951531864196,0.7535788339494285
403,-0.5496846355612313,0.14304561917305098,-0.23660865766099748,-0.787003156382442,-0.5923173362235908,-1.0235534588517212,-1.0173318006983325,-1.7708429348416992
1690,-0.44715650624025327,0.20922873277502546,-0.12631296099631695,-0.8099532720368683,4.232798932121882,-0.6731734495587084,-0.6759406102257973,-0.3076967401688355
986,-0.17374816138431406,0.257995237534375,0.07070072906052277,-0.8099532720368683,-0.15367040273763882,1.2204358451093074,1.1846177778264768,1.0275017154227062
2540,-0.7376528726496883,0.47047786541439673,-0.16108008277105237,1.3014573681703492,-0.15367040273763882,1.5957317661742676,1.6660582478983514,1.4074180661840123
1067,-0.31045233381228365,0.20574541100649998,-0.05078438610637182,-0.8099532720368683,-0.5923173362235908,-1.1294460838824982,-1.1629776571906643,-1.7708429348416992
989,-0.1908361829378114,0.23012866338617471,0.04192793862625823,-0.8099532720368683,-0.15367040273763882,1.1717719549297223,1.1502291728213427,1.00036483322547
539,-0.15666013983081825,0.21967869808059948,0.05231811294974343,-0.8099532720368683,-0.5923173362235908,-1.3241016446008387,-1.3778052955168538,-1.7708429348416992
701,-0.1395721182773224,0.20574541100649998,0.05231811294974343,-0.8099532720368683,-0.15367040273763882,1.1869550886657527,1.1602086111365584,1.008239850019962
2285,-0.9427091312916427,0.27889516814552423,-0.3668854587939173,1.3014573681703492,-0.15367040273763882,1.5661441209450797,1.797476661927775,1.5111235238358032
1688,-0.3958924415797643,0.188328802163875,-0.11192656577918411,-0.8099532720368683,4.232798932121882,-0.344205551944713,-0.3388648525382198,-0.015102619552400205
519,-0.43006848468675746,0.20922873277502546,-0.1163224087621973,-0.8099532720368683,-0.15367040273763882,1.124665309235884,1.184550349189212,1.0274485058497704
2181,-0.25918826915179466,0.2545119157658495,0.008759305208981636,-0.8099532720368683,-0.3291291761320197,-0.31967895129420226,-0.35255286590300855,-0.8196473252129297
373,-0.532596614007734,0.08034582733960197,-0.27377351197192284,-0.8099532720368683,-0.15367040273763882,1.0250016621480937,1.1644566152842513,1.0115920531149147
3215,-0.4642445277937491,0.27889516814552423,-0.08874848459602602,-0.8099532720368683,-0.15367040273763882,0.6520416078117535,0.6822070015651971,0.6310371874783796
2734,-0.48133254934724645,0.1709121933212512,-0.1754664779881852,-0.8099532720368683,-0.3291291761320197,-1.6818785652011483,-1.7179827705186197,-1.4661436363823792
3178,0.8173570887184648,0.2754118463769987,0.6749293281800792,1.3014573681703492,-0.10980570938904363,-1.26998739872114,-1.409631612305919,-0.9445674395942067
3199,0.7831810456114716,0.28934513345109947,0.6665372643034184,1.3014573681703492,-0.10980570938904363,-1.2684301542353933,-1.407136752727115,-0.9424018099757214
1115,0.6806529162904952,0.1325956538674757,0.4767167718551451,1.3014573681703492,-0.15367040273763882,2.4054988987625636,2.1145261143476572,1.761314935779734
2891,-0.37880442002626846,0.21271205454354972,-0.08075604280873076,-0.8099532720368683,-0.15367040273763882,0.9658263716897177,1.0021558853874726,0.8835166110585476
2612,-0.9085330881846511,0.06989586203402672,-0.4999596145523915,-0.8099532720368683,-0.5923173362235908,-1.4424522255175898,-1.4216339097390833,-1.7708429348416992
2148,-0.532596614007734,0.25102859399732397,-0.1530876409837571,-0.8099532720368683,4.232798932121882,-0.5680594467708044,-0.5617164986989406,-0.20854602196034552
837,-0.44715650624025327,0.23361198515470022,-0.10793034488553647,-0.8099532720368683,-0.5923173362235908,-0.9943551247439701,-1.0129489392761095,-1.7708429348416992
2291,-0.3958924415797643,0.21271205454354972,-0.09354394966840364,-0.8099532720368683,-0.3291291761320197,-1.3155367999292318,-1.347529837384883,-1.2907436001569494
3253,0.1338362265786168,0.05247925319140296,0.09068183352876207,1.3014573681703492,-0.15367040273763882,0.7855753224645348,0.7757305214517083,0.7048388651402748
606,-0.17374816138431406,0.05247925319140296,-0.0871499962385672,-0.12144980240407999,-0.15367040273763882,1.3714885602267393,1.4236522969307903,1.2161296514799658
995,-0.08830805361683344,0.22664534161765046,0.09667616486923407,-0.8099532720368683,-0.15367040273763882,0.6824078752838146,0.6308938086065564,0.5905447024742686
3820,2.0476946405701897,0.21271205454354972,1.3442963278660955,1.3014573681703492,-0.10980570938904363,-1.3120329998363016,-1.5238557238327752,-1.0437181578026966
3434,2.7653915458170295,0.1709121933212512,1.725535801120101,1.3014573681703492,-0.15367040273763882,0.8992541699240456,0.23495285058666146,0.2780980901955023
3174,-0.6693007864357035,0.042029287885827715,-0.3816714761004146,1.3014573681703492,-0.10980570938904363,-1.6670847425865547,-1.6813690204837417,-1.1804454764184185
2186,-0.29336431225878784,0.16394554978420023,-0.08635075205983836,-0.8099532720368683,-0.10980570938904363,-0.5727311802280448,-0.5851816644671497,-0.22891464648015322
2564,1.005325325806922,0.44261129126619647,1.1205079578218158,1.3014573681703492,-0.15367040273763882,1.1324515316646173,0.7112687442263985,0.653970513413691
3176,-0.9085330881846511,0.03157932258025247,-0.5275335387185617,1.3014573681703492,-0.10980570938904363,-1.298407110586018,-1.2583891789205948,-0.813283460289813
3030,-0.43006848468675746,-0.17045333999419404,-0.40964502235594913,1.3014573681703492,-0.15367040273763882,-0.4757927109903112,-0.38714375681993735,-0.21281342970979336
1116,0.5781247869695173,0.14304561917305098,0.4271636327739124,1.3014573681703492,-0.15367040273763882,1.9130203301451627,1.6731382548111735,1.4130050713422673
2283,-0.9768851743986359,0.2475452722287997,-0.4064480456410315,1.3014573681703492,-0.15367040273763882,1.6105255887888614,1.8721875920173603,1.5700797306486223
2443,-0.5838606786682229,0.23709530692322447,-0.1910517394734113,-0.8099532720368683,-0.15367040273763882,1.9819283986394551,2.119785548054325,1.765465282468723
3224,1.9793425543562035,-0.034603791021720794,1.076949150081054,1.3014573681703492,-0.15367040273763882,0.8338499015226835,0.3914547176786531,0.4015975089793946
3247,3.3292962570824036,0.10472907971927671,1.9924833568157783,1.3014573681703492,-0.15367040273763882,0.2553335750677752,-0.35093457860864924,-0.18423988904329172
2168,-0.1908361829378114,0.19877876746945022,0.003564218047238466,-0.8099532720368683,-0.5923173362235908,-0.5057696673409354,-0.5395324770387662,-1.7708429348416992
3840,0.25345237745309057,0.2754118463769987,0.3364494184881056,1.3014573681703492,-0.10980570938904363,-0.08842814516081363,0.14614933530869792,0.40590748438719093
3672,-0.6009487002217186,0.20574541100649998,-0.21942490781831142,-0.8099532720368683,-1.2502877364525191,-0.6961428057234724,-0.6761745376999152,-0.9728739509986665
2439,-0.41298046313326164,0.16394554978420023,-0.14069935621344865,-0.8099532720368683,-0.15367040273763882,1.1176577090500235,1.1902143547194695,1.0319181099763743
1293,-0.1224840967238266,0.2649618810714247,0.1086648275501781,-0.2132502650217851,-0.10980570938904363,-0.43997608781813646,-0.49968215241516967,-0.15469793414935923
3845,-0.6009487002217186,0.17439551508977547,-0.24420147735892833,1.3014573681703492,-0.10980570938904363,0.7645525219069542,0.8736369027604428,1.0373933750314643
2138,-0.5496846355612313,0.21967869808059948,-0.18425816395421044,-0.8099532720368683,-0.15367040273763882,0.711995520513002,0.7870585325122231,0.7137780733934821
2543,0.355980506774067,0.04551260965435197,0.7172892696527466,1.3014573681703492,-0.15367040273763882,0.7703921887285041,0.6693955604848533,0.6209273686205858
3167,-0.6693007864357035,-0.06943700870697078,-0.46479287068829056,1.3014573681703492,-0.10980570938904363,-1.3100864442291182,-1.2821240592378635,-0.8338862069305382
3061,-0.1395721182773224,0.08034582733960197,-0.05438098491065503,-0.8099532720368683,-0.10980570938904363,-1.0325076146447647,-1.063655274499366,-0.6442472889874996
2567,1.005325325806922,0.4565445783402972,1.1372920855751363,1.3014573681703492,-0.15367040273763882,0.980620194304312,0.5711520359897942,0.5434010208531876
1940,-0.22501222604480303,0.07337918380255222,-0.10033752518760564,-0.2132502650217851,-0.10980570938904363,-0.4964262004264553,-0.49968215241516967,-0.15469793414935923
2793,-0.1908361829378114,0.04551260965435197,-0.1083299669749009,-0.8099532720368683,-0.15367040273763882,0.48580575895829037,0.5185576989231188,0.501897553963297
2309,-0.25918826915179466,0.22316201984912498,-0.0040286016506923756,-0.8099532720368683,-0.10980570938904363,-1.010316880722874,-1.050102118409107,-0.6324826524114038
2150,-0.41298046313326164,0.24406195046027424,-0.0847522637023784,-0.8099532720368683,4.232798932121882,-0.37807561950970436,-0.3835026104076289,-0.053849830564218486
3849,0.11674820502512097,0.20922873277502546,0.2053733731764558,1.3014573681703492,-0.10980570938904363,0.2152345295597976,0.1278087459726267,0.3899871801648126
2547,0.2876284205600822,0.05247925319140296,0.700505141899426,1.3014573681703492,-0.15367040273763882,0.9884064167330457,0.8979786408130961,0.8013078208728025
2173,-0.8743570450776579,0.1848454803953507,-0.40604842355166704,-0.8099532720368683,-0.3291291761320197,-1.2306669754560353,-1.2069411286874239,-1.2241784244143172
2558,-0.25918826915179466,0.36597821235864797,0.876338861219931,1.3014573681703492,-0.15367040273763882,0.7431404102279364,0.6863201484383602,0.6342829714274608
1186,-0.5496846355612313,0.10124575795075122,-0.26817880272081523,-0.2132502650217851,-0.10980570938904363,0.22224212974565757,0.31000092386257133,0.5481366728444705
2557,0.5952128085230146,0.4530612565717717,1.0489756038255194,1.3014573681703492,-0.15367040273763882,0.8132164120865394,0.5130959793046563,0.4975875785555007
2287,-0.9939731959521317,0.1709121933212512,-0.476381911279869,-0.8099532720368683,-0.3291291761320197,-0.9122104781208304,-0.8443773461136884,-1.0525137002089773
2185,-0.7718289157566814,0.20922873277502546,-0.3277224940361687,-0.8099532720368683,-0.10980570938904363,-0.11334405693276123,-0.026130832903296153,0.2563619796512459
2137,-0.7889169373101773,0.1674288715527257,-0.3660862146151885,-0.8099532720368683,-0.15367040273763882,1.303748425096757,1.5136020990422585,1.287111221776266
2275,1.1249414766813957,0.4565445783402972,1.0174054587657004,1.3014573681703492,-0.15367040273763882,0.7042092980842682,0.29712205414496257,0.3271573164422706
2159,-0.6863888079891993,0.17787883685830097,-0.30094781404872745,-0.8099532720368683,-0.5923173362235908,-1.1154308835107778,-1.103438170485697,-1.7708429348416992
2284,-0.8572690235241621,0.22664534161765046,-0.35289868566615,1.3014573681703492,-0.15367040273763882,1.751845525870377,1.9889065631230212,1.6621855014004183
2164,-0.29336431225878784,0.20226208923797573,-0.05398136282129061,-0.8099532720368683,-0.5923173362235908,-1.1123163945392842,-1.1462553551489523,-1.7708429348416992
2272,0.9369732395929371,0.47047786541439673,0.9123048492627619,1.3014573681703492,-0.15367040273763882,1.067047263263255,0.659550979444168,0.6131587709719654
1861,-0.06609362559728857,-5.0394405080383695,-4.022228710213613,-0.9201138271781144,-0.15367040273763882,-1.1138736390250312,0.5915829130810795,0.559523521452722
1276,-0.8060049588636731,0.17787883685830097,-0.3608911274534453,-0.2132502650217851,-0.10980570938904363,-1.432330136360236,-1.431006490318914,-0.9631216176769053
1680,-0.532596614007734,0.188328802163875,-0.1922506057415057,-0.8099532720368683,4.232798932121882,-0.11373336805419783,-0.07265659261612462,0.21597591379300574
2545,0.30471644211357807,0.06292921849697697,0.7500582809806587,1.3014573681703492,-0.15367040273763882,0.9027579700169759,0.8054665504855596,0.7283042868049439
2370,-0.24210024759829887,0.21619537631207522,-3.238075704360772e-05,-0.8099532720368683,-0.15367040273763882,1.29401564706084,1.2962121725000002,1.1155635586313848
629,-0.23355623682155097,-5.004955622529972,-4.035016617073287,-0.9201138271781144,-0.15367040273763882,-1.0235534588517212,0.8319660049306923,0.7492156489686964
1572,-0.8230929804171689,0.10124575795075122,-0.42722839428799964,1.3014573681703492,-0.15367040273763882,1.1546422655865083,1.3902751214846307,1.1897909128767656
3838,0.014220075704143008,0.16046222801567597,0.10586747292462374,1.3014573681703492,-0.10980570938904363,0.31956991010482777,0.2629357350516236,0.507282362744396
1180,-0.7889169373101773,0.1709121933212512,-0.3560956623810688,-0.2132502650217851,-0.10980570938904363,-0.8320123871048741,-0.7863887180658156,-0.40356974868448264
