nr,Fibre Volume Fraction,Cut angle ,taverage,waverage,area,R-value1,Fmax,smax,f,E,Temp.,tens,comp
3064,-0.27760249134619686,-0.6734739784449117,-0.7751556782238485,1.7208880740503734,-0.7195803115884625,-0.35285950989514187,0.7872604907412343,0.8368995175814149,1.7870500729976377,0.6360065614266829,-0.21578045790594372,1.685909157131958,-0.09170748281356902
1666,-0.9429075295644472,-0.6734739784449117,-0.6630972994091802,-1.109476623854846,-0.694012123078811,-0.5968287804085799,1.296870059616645,1.3594226245121308,-1.3863702425250612,0.7582779657350279,1.3070532927567937,0.661951278800897,-0.3550270626072062
1380,0.8987978080198422,1.5569710270909394,1.2160355145598742,-0.27701641858859716,1.194965644014238,1.8428639247258003,-1.2610491565546054,-0.9498591745636316,-0.2576490502255539,-1.3956839684643827,-0.11805850599175739,-1.4603143605709248,1.189992640519315
673,-0.3040384531297044,-0.6734739784449117,-0.7061966758763601,-0.8181155520116619,-0.7263984951910363,-0.5968287804085799,0.44628685668335255,0.4791743454086192,1.083815403449777,0.6432255373268064,-0.05294103803395837,0.6663432549947189,-0.39944241341577164
1769,1.5773208271298464,0.813489358578989,1.2763746416139259,0.43057475588769656,1.2883747593694974,-0.35285950989514187,-0.09704989915556399,-0.18533476540958552,0.9774437727618653,-1.6447386370186505,0.08424920160201657,-1.3887878911286815,1.182854459139367
3746,0.11893693540640074,-0.6734739784449117,-0.7061966758763601,1.2630349611539304,-0.6626484785069718,-0.5968287804085799,0.6967729159610968,0.7226680187621176,-0.5708544072510715,0.5525371525815022,-5.370613421379274,0.6459519369519744,-0.3685102941026636
669,-0.3040384531297044,-0.6734739784449117,-0.6630972994091802,-1.2343456546447715,-0.6970803056999693,-0.5968287804085799,0.6371333780378244,0.6715333140829503,1.083815403449777,0.5597561284816257,-0.05294103803395837,0.6663432549947189,-0.39944241341577164
1144,0.03522305642529767,-0.6734739784449117,-0.7234364264632323,1.429527002207189,-0.6749212089916045,-0.5968287804085799,0.3825342471791648,0.399819674854005,0.6878765558892167,0.4022922166601776,-0.19949346592024603,0.7328503230725943,-0.3431300936406263
668,-0.3040384531297044,-0.6734739784449117,-0.7492960523435401,-0.4018854493785375,-0.7563985030423604,-0.5968287804085799,1.0188264207467679,1.0974101444967677,-1.2799986118371496,0.7312068061095642,-0.05294103803395837,0.9653113487598848,-0.21226343500824651
1626,0.317206648782698,1.5569710270909394,1.4660118980695183,1.9290031253669206,1.557352102491031,1.8428639247258003,-1.0677347922515843,-0.7895262084814184,1.0601772632969075,-1.4750927033657435,-0.32164590581297897,-1.4854113673927647,0.9409494234855739
1210,-0.9649374977173681,-0.6734739784449117,-0.7837755535172843,-1.4008376956980153,-0.822193974807197,-0.5968287804085799,0.8349721210798522,0.9274977910739464,-1.3390939622193228,0.8182857029048061,1.2378335768175783,0.5844642702384668,-0.3724759504248573
1308,1.6081627825439344,1.5569710270909394,1.5263510251235706,-0.3602624391152191,1.493942994987095,-0.5968287804085799,-0.15381028697219568,-0.22588479910987178,-0.07445346404081706,-1.4931401431160527,0.08424920160201657,-1.4543538214507379,1.142404764652995
